profile_id,profile,profile_enabled,enabled,bin_index,R,rate,start,duration,n_bins,r_min,r_max,gain
0,Horn: short triangular pulse,1,1,236,-0.9771428571428569,0.0,0.5,0.5,701,-3.0,3.0,1.0
0,Horn: short triangular pulse,1,1,237,-0.9685714285714284,0.1333333333333333,0.5,0.5,701,-3.0,3.0,1.0
0,Horn: short triangular pulse,1,1,238,-0.96,0.2666666666666666,0.5,0.5,701,-3.0,3.0,1.0
0,Horn: short triangular pulse,1,1,239,-0.9514285714285715,0.3999999999999999,0.5,0.5,701,-3.0,3.0,1.0
0,Horn: short triangular pulse,1,1,240,-0.9428571428571426,0.5333333333333332,0.5,0.5,701,-3.0,3.0,1.0
0,Horn: short triangular pulse,1,1,241,-0.9342857142857142,0.6666666666666665,0.5,0.5,701,-3.0,3.0,1.0
0,Horn: short triangular pulse,1,1,242,-0.9257142857142857,0.8,0.5,0.5,701,-3.0,3.0,1.0
0,Horn: short triangular pulse,1,1,243,-0.9171428571428573,0.9333333333333333,0.5,0.5,701,-3.0,3.0,1.0
0,Horn: short triangular pulse,1,1,244,-0.9085714285714284,1.0666666666666667,0.5,0.5,701,-3.0,3.0,1.0
0,Horn: short triangular pulse,1,1,245,-0.8999999999999999,1.2,0.5,0.5,701,-3.0,3.0,1.0
0,Horn: short triangular pulse,1,1,246,-0.8914285714285715,1.3333333333333333,0.5,0.5,701,-3.0,3.0,1.0
0,Horn: short triangular pulse,1,1,247,-0.8828571428571426,1.4666666666666666,0.5,0.5,701,-3.0,3.0,1.0
0,Horn: short triangular pulse,1,1,248,-0.8742857142857141,1.6,0.5,0.5,701,-3.0,3.0,1.0
0,Horn: short triangular pulse,1,1,249,-0.8657142857142857,1.7333333333333334,0.5,0.5,701,-3.0,3.0,1.0
0,Horn: short triangular pulse,1,1,250,-0.8571428571428572,1.8666666666666667,0.5,0.5,701,-3.0,3.0,1.0
0,Horn: short triangular pulse,1,1,251,-0.8485714285714283,2.0,0.5,0.5,701,-3.0,3.0,1.0
0,Horn: short triangular pulse,1,1,252,-0.8399999999999999,1.8666666666666667,0.5,0.5,701,-3.0,3.0,1.0
0,Horn: short triangular pulse,1,1,253,-0.8314285714285714,1.7333333333333334,0.5,0.5,701,-3.0,3.0,1.0
0,Horn: short triangular pulse,1,1,254,-0.822857142857143,1.6,0.5,0.5,701,-3.0,3.0,1.0
0,Horn: short triangular pulse,1,1,255,-0.8142857142857141,1.4666666666666668,0.5,0.5,701,-3.0,3.0,1.0
